StudentId,E,M,S,H,P,F,A,Avg
Student2707,65,65,82,65,90,0,0,72
Student2708,85,78,75,82,86,89,68,80
Student2709,0,100,100,0,100,0,0,98
Student2710,68,65,87,65,65,0,0,74
Student2711,90,75,65,79,80,91,0,80
Student2712,82,93,67,65,90,0,80,80
Student2713,45,45,65,75,75,0,0,64
Student2714,95,96,92,94,100,97,0,96
Student2715,96,100,87,87,100,98,95,93
Student2716,81,67,78,73,95,65,0,78
Student2717,91,100,91,80,95,95,0,92
Student2718,90,95,65,78,95,93,0,86
Student2719,65,88,68,72,100,65,0,77
Student2720,85,75,92,89,90,98,0,88
Student2721,45,45,0,45,90,55,45,52
Student2722,97,77,65,87,96,72,0,82
Student2723,0,80,85,0,96,0,100,90
Student2724,72,71,65,65,45,0,71,65
Student2725,85,90,67,65,100,97,0,84
Student2726,89,95,98,94,85,99,87,92
Student2727,99,100,90,0,100,92,0,98
Student2728,80,82,83,0,85,96,0,84
Student2729,0,73,90,0,85,89,0,85
Student2730,80,89,96,0,85,0,76,86
Student2731,87,92,79,84,95,95,0,90
Student2732,55,55,45,55,80,0,45,58
Student2733,83,79,85,0,90,0,0,88
Student2734,87,55,65,70,80,65,0,74
Student2735,92,79,80,73,95,93,0,87
Student2736,98,98,92,88,100,100,0,96
Student2737,85,95,89,99,90,90,0,92
Student2738,85,80,79,85,90,92,0,85
Student2739,100,98,99,100,95,100,98,98
Student2740,93,78,65,78,90,92,0,82
Student2741,88,89,88,85,85,85,0,87
Student2742,65,71,65,65,94,78,0,75
Student2743,78,83,91,93,95,80,0,87
Student2744,100,89,97,95,95,98,0,96
Student2745,86,86,65,65,95,100,92,82
Student2746,90,80,72,69,95,93,0,81
Student2747,89,84,75,90,80,93,0,82
Student2748,80,81,96,0,90,85,0,88
Student2749,0,76,92,83,70,0,0,77
Student2750,90,88,87,88,100,93,0,90
Student2751,82,92,82,0,95,83,0,87
Student2752,65,65,86,74,75,0,0,69
Student2753,77,80,97,97,90,93,0,90
Student2754,100,98,89,91,95,100,0,95
Student2755,94,80,100,75,90,90,0,87
Student2756,86,94,78,98,95,100,95,92
Student2757,96,97,99,94,100,99,99,98
Student2758,82,65,97,95,90,0,0,81
Student2759,75,0,96,55,71,0,0,75
Student2760,94,100,93,100,98,98,96,97
Student2761,90,72,74,71,95,93,0,81
Student2762,92,65,86,83,94,92,0,81
Student2763,83,65,55,65,95,0,0,73
Student2764,94,91,96,97,90,97,0,95
Student2765,96,96,97,94,100,0,0,94
Student2766,77,55,45,0,85,55,0,67
Student2767,65,0,78,65,90,81,0,74
Student2768,92,93,94,93,100,100,95,95
Student2769,99,70,65,0,95,100,0,82
Student2770,93,97,96,0,97,93,93,94
Student2771,80,94,100,0,95,94,0,93
Student2772,96,98,93,0,90,95,0,94
Student2773,95,91,85,88,100,99,0,94
Student2774,73,100,65,65,100,95,0,83
Student2775,86,65,65,67,90,0,0,78
Student2776,90,96,77,0,83,91,0,87
Student2777,95,93,85,0,95,100,0,90
Student2778,75,65,45,70,95,93,0,76
Student2779,96,88,96,97,95,100,0,96
Student2780,65,70,65,69,100,100,94,80
Student2781,65,0,96,0,65,0,78,76
Student2782,100,92,85,94,100,99,98,96
Student2783,93,100,96,99,95,94,95,95
Student2784,78,99,92,0,93,98,83,92
Student2785,72,79,67,65,95,0,0,78
Student2786,80,68,77,65,90,98,0,76
Student2787,78,65,85,91,76,70,90,80
Student2788,65,77,65,0,65,98,0,76
Student2789,83,100,80,71,100,99,81,86
Student2790,84,100,65,93,95,94,0,89
Student2791,84,78,79,78,100,0,0,86
Student2792,81,0,100,0,95,90,0,92
Student2793,93,91,95,93,100,100,0,96
Student2794,79,65,65,65,100,95,90,80
Student2795,100,99,97,99,100,99,0,99
Student2796,90,69,88,86,100,91,0,89
Student2797,99,100,100,100,99,100,0,98
Student2798,96,75,78,92,99,88,87,88
Student2799,65,79,70,65,95,91,0,76
Student2800,93,97,97,96,97,100,96,97
Student2801,88,0,83,0,90,98,83,88
Student2802,97,77,92,0,100,0,97,93
Student2803,78,83,65,88,65,91,85,79
Student2804,91,89,77,70,95,99,95,88
Student2805,81,88,72,85,90,81,0,83
Student2806,86,89,85,82,90,91,99,89
Student2807,65,65,70,45,95,0,0,68
Student2808,72,70,65,67,45,65,0,65
Student2809,86,89,95,92,90,86,95,90
Student2810,80,68,76,78,90,0,0,79
Student2811,96,86,100,85,100,100,0,95
Student2812,91,84,65,65,95,45,65,75
Student2813,77,65,65,65,65,67,0,67
Student2814,82,86,81,81,95,83,92,85
Student2815,98,65,92,70,65,0,65,76
Student2816,97,100,100,99,100,100,100,99
Student2817,92,80,72,70,88,100,96,85
Student2818,82,85,80,80,87,0,81,84
Student2819,78,95,75,99,100,87,0,90
Student2820,97,100,96,99,100,100,100,99
Student2821,92,84,94,79,80,97,0,87
Student2822,55,0,65,65,90,0,0,72
Student2823,55,55,55,72,70,0,0,60
Student2824,93,80,97,74,95,85,0,86
Student2825,100,87,96,92,90,0,0,93
Student2826,70,74,76,80,95,74,65,79
Student2827,97,100,65,94,87,90,0,89
Student2828,90,81,65,82,80,90,0,80
Student2829,91,80,75,78,93,94,0,87
Student2830,76,83,65,67,85,89,75,78
Student2831,97,99,99,95,95,100,98,98
Student2832,88,0,65,65,65,92,87,77
Student2833,75,0,0,65,90,88,82,77
Student2834,45,45,45,45,45,0,0,50
Student2835,78,55,74,78,87,94,0,80
Student2836,80,86,90,94,95,92,100,91
Student2837,87,80,80,65,98,92,0,82
Student2838,86,95,80,83,95,100,0,90
Student2839,85,77,65,86,80,95,0,81
Student2840,85,70,0,65,95,70,0,80
Student2841,98,81,65,85,80,90,0,83
Student2842,0,90,0,80,80,92,0,84
Student2843,96,91,93,89,95,87,0,92
Student2844,69,65,65,65,100,79,0,75
Student2845,80,69,82,85,95,85,100,85
Student2846,55,66,65,55,65,65,98,66
Student2847,65,80,71,85,93,72,0,81
